pkgName,Repo,ExtDependencies
appadainit,TSadhu/AppadaInit,twitteR;ROAuth;httr;RCurl;bitops
foofactors,molliejmcdowell/foofactors,dplyr;testthat;foofactors
foo,zhamel/foo,foo;testthat
deplr,ben-mhamed/DEPLr,plyr;stringr;ggplot2;data.table;reshape2
liger,JEFworks/liger,Rcpp;matrixStats;parallel
foofactors,arunmarria/foofactors,testthat;foofactors
ropenaire,njahn82/ropenaire,ropenaire;httr;dplyr;testthat;XML
tcgagenereport,GeneSurvey/TCGAGeneReport,methods;gplots;rJava;Cairo
sit.date,systematicinvestor/SIT.date,stringr;RQuantLib;xts;rbenchmark
pdinfobuilder,benilton/pdInfoBuilderOld,oligo;affxparser;IRanges;S4Vectors;RSQLite;Biobase;DBI;methods;oligoClasses;Biostrings;pd.mapping50k.hind240;BiocGenerics
allthepackages,robertzk/allthepackages,utils;pbapply;devtools;stats
panelmanager,uyenhoang/panelmanager,xlsx;plyr
relmm,jrklasen/relMM,lme4;Matrix;pedigreemm
starkr,bgrich/starkr,dplyr
encryptr,dide-tools/encryptr,encryptr;sodium;testthat
glycanr,iugrina/glycanr,coin;dplyr;ggplot2;tidyr;devtools
mip,mmaechler/miP,VIM;mi;mice;Amelia;vcd;grid;lattice;MASS;graphics;methods;grDevices;stats
smaographs,raubreywhite/SMAOgraphs,RAWmisc
flusurvey,sbfnk/flusurvey,wordcloud;RgoogleMaps;RColorBrewer;plyr;plotrix;maptools;RSAGA;ISOweek;ebolR;reshape;ggplot2;R.utils;lubridate;data.table;rgdal;reshape2;binom;scales;ggthemr;maps
rpivottable,smartinsightsfromdata/rpivotTable,shiny;rpivotTable;dplyr;htmlwidgets;testthat;vcdExtra;ggvis;data.table;magrittr
parccvizier,almartin82/parccvizieR,ggplot2;magrittr;dplyr
eventstudies,nipfpmf/eventstudies,sandwich;xts;eventstudies;testthat;boot;zoo
bayescomm,goldingn/BayesComm,Rcpp;mvtnorm;coda;abind
acceptancesampling,andreaskiermeier/AcceptanceSampling,methods;graphics;utils;stats
timeseriesdb,mbannert/timeseriesdb,shiny;xts;RJSONIO;openxlsx;DBI;timeseriesdb;data.table;zoo;methods;reshape2;RPostgreSQL
chiputils,welch16/ChIPUtils,GenomicRanges;GenomeInfoDb;hexbin;IRanges;parallel;S4Vectors;viridis;ggplot2;data.table;GenomicAlignments;methods;scales;Rsamtools
datastream2r,CharlesCara/Datastream2R,xts;SSOAP;RCurl;stringr;XMLSchema;XML;Datastream2R;zoo
ivis,benfasoli/ivis,ggplot2;shiny
smccalibration,JBrenn/SMCcalibration,ggplot2;shiny;Cairo
mdutils,mattdelhey/mdutils,mdutils;testthat
ouwie,thej022214/OUwie,stats;phangorn;Rmpfr;numDeriv;ape;corpcor;OUwie;nloptr;corHMM;lattice;phytools;grDevices;expm
ewddane,tzoltak/EWDdane,dplyr;lazyeval;testthat;reshape2;ZPD
sig2trial,leekgroup/sig2trial,rpart;rattle;pROC;knitrBootstrap;knitr;rmarkdown
nadiv,matthewwolak/nadiv,methods;Matrix;graphics;stats
bootres,cszang/bootRes,base;utils;stats
outbreaker2,thibautjombart/outbreaker2,ape;coda;testthat;igraph;graphics;outbreaker2;adegenet;grDevices;utils;stats
clearskies,dslaw/clearskies,Rcpp;testthat;clearskies
pbddmat,wrathematics/pbdDMAT,pbdTEST;pbdBASE;pbdDMAT;Matrix;methods;pbdMPI;utils;stats
foofactors,liangqianSheng/foofactors,dplyr;testthat;foofactors
svyr,mlgrm/svyr,svyr;RCurl;xlsx;plyr;httr;RGoogleDocs;miceadds;XML;xtable;uniqtag;foreign;Hmisc;jsonlite;stats
maworkflow,idroz/maworkflow,limma;oligo;ArrayExpress
rsmet,ecor/RSMET,ggmap;stringr;RSMET;roxygen2;methods
latticeextra,ge11232002/latticeExtra,lattice;RColorBrewer;grid
smisc,seanchrismurphy/Smisc,haven;Hmisc
genesynonym,oganm/geneSynonym,parallel;data.table;testthat;ogbox
rgridmap,arvi1000/rGridMap,rvest;rGridMap;ggplot2;lubridate;data.table;devtools
nicheoverlapr,JonasGeschke/NicheOverlapR,reshape
foofactors,jokagyeman/foofactors,testthat;foofactors
mdcr,devSJR/mdcr,tm;reshape2;XML;readxl
crosstabr,tklebel/crosstabr,assertthat;vcd;stringr;dplyr;tidyr;htmltools;purrr;xtable;magrittr
graphzoo,sjmgarnier/graphZoo,ggplot2;gridExtra;grid
gar,andrewgeisler/GAR,httr;installr;jsonlite
matchbook,xanadunf/matchbook,httr;jsonlite
pscbs,HenrikBengtsson/PSCBS,R.cache;R.methodsS3;R.oo;future;parallel;listenv;DNAcopy;matrixStats;utils;R.utils
gender,ropensci/gender,httr;dplyr;testthat;genderdata;utils;jsonlite;stats
bctr,jyfeather/BCTR,Matrix
gpe,goldingn/gpe,fields;RColorBrewer;testthat;gpe
fitclock,PennStateDEPENdLab/fitclock,tools;ppso;plyr;minqa;fmri;iterators;foreach;parallel;ggplot2;optimx;signal;orthopolynom;doParallel;data.table;methods;reshape2;car;Hmisc;DEoptim
mgsautils,tinyheero/mgsautils,;readr
maldiquant,sgibb/MALDIquant,methods;parallel
benford.analysis,carloscinelli/benford.analysis,benford.analysis;data.table;testthat
arfimamlm,pwkraft/ArfimaMLM,ArfimaMLM;tseries;lme4;ggplot2;fractal;fracdiff;devtools
fflgis,Faskally/fflgis,rgeos;maptools;deldir;igraph;dismo;sp;rgdal;raster
marketdatabr,wilsonfreitas/R-marketdataBR,proto;stringr;httr;bizdays;fExoticOptions;testthat;ggplot2;reshape;functional;XML;transmute;marketdataBR;fOptions
mothur,SchlossLab/mothuR,ggplot2;reshape2;scatterplot3d
shinymethyl,Jfortin1/shinyMethyl,shiny;RColorBrewer;digest;minfi;matrixStats;shinyMethyl;methods;IlluminaHumanMethylation450kmanifest;minfiData;BiocGenerics
confsvm,aydindemircioglu/ConfSVM,SwarmSVM;checkmate;LiblineaR;kernlab;Rcpp;Matrix;testthat;ggplot2;ConfSVM;BBmisc;SVMBridge;microbenchmark;methods;e1071;devtools
rstattoys,martinjhnhadley/rstattoys,ggplot2;reshape2;gridExtra
geobird,adamdsmith/geobird,plyr;xlsx;dplyr;rgeos;RSQLite;tidyr;ggplot2;DBI;sp;lubridate;data.table;rgdal;reshape2;scales;sqldf
bayesxshinyapp,aleksandar-spasojevic/BayesXShinyApp,splines;shiny;BayesXsrc;BayesXShinyApp;ggplot2;shinythemes;VGAM;whisker;shinyFiles;shinyBS
toponto,hxin/topOnto,hgu133a.db;hgu95av2.db;topOnto;SparseM;graph;topOnto.HDO.db;AnnotationDbi;Rgraphviz;lattice;Biobase;methods;ALL
mautils,RichardBirnie/mautils,readxl;xlsx;dplyr;stringr;igraph;ggplot2;rbutils;scales;gemtc;meta
metasem,mikewlcheung/metasem,Matrix;ellipse;MASS;graphics;OpenMx;utils;stats
quantmod,joshuaulrich/quantmod,xts;quantmod;methods;zoo;TTR
redwalk,barrpet/redwalk-r,Rcpp;stats;RcppEigen;igraph
gmailr,jimhester/gmailr,mime;httr;argufy;testthat;base64enc;graphics;magrittr;jsonlite
surveyr,kstierhoff/surveyR,forecast
allanvar,jhidalgocarrio/allanvar,gplots;timeSeries
palr,AustralianAntarcticDivision/palr,raadtools;trip;palr;adehabitatLT;raster
hw08,namanpaul/hw08,dplyr;testthat;hw08;devtools
zonaldaymet,Conte-Ecology/zonalDaymet,dplyr;ncdf4;lubridate;sp;reshape2;raster
clustools,wikiselev/clustools,mclust;grid;clue;parallel;foreach;rrcov;ggplot2;MASS;reshape2;gtable;stats;RColorBrewer;ROCR;Rtsne;robustbase;e1071;rrcovHD;scales;shiny;clusterCrit;doParallel;data.table
lgcp,bentaylor1/lgcp,fields;rgeos;Matrix;maptools;iterators;ncdf;lgcp;spatstat;sp;methods;RandomFields;rpanel;tcltk;raster
resumer,jaredlander/resumer,resumer;useful;dplyr;testthat;magrittr;stats
redingplot,lukereding/redingPlot,beeswarm;dplyr;wesanderson;redingPlot;magrittr;viridis
data.cube,jangorecki/data.cube,data.cube;data.table;R6;stats
mmand,jonclayden/mmand,reportr;Rcpp;testthat;graphics;png;methods;grDevices;stats
treetimer,uyedaj/treetimer,distory;geiger;rotl;foreach;aRbor;doParallel;roxygen2;phytools;phyndr;devtools
internetarchive,ropensci/internetarchive,internetarchive;httr;dplyr;testthat;jsonlite
nsoapi,bowerth/nsoApi,rjstat;shiny;xts;RCurl;stringr;dplyr;tidyr;XML;magrittr;reshape2;jsonlite
keboola.r.luckyguess,keboola/r-luckyguess,keboola.r.docker.application;testthat;keboola.provisioning.r.client;methods;keboola.redshift.r.client
dnaplotr,sherrillmix/dnaplotr,dnaplotr;testthat
qcmetrics,lgatto/qcmetrics,tools;S4Vectors;Biobase;pander;xtable;Nozzle.R1;methods;knitr
dtgrecup,coolTot/DtgRecup,shiny;DtgRecup
mytai,HajkD/myTAI,parallel;foreach;fitdistrplus;testthat;ggplot2;nortest;orthologr;graphics;readr;edgeR;reshape2;grDevices;stats;RColorBrewer;stringr;biomartr;methods;dplyr;Rcpp;myTAI;doParallel;data.table;taxize;utils
mirtcat,philchalmers/mirtCAT,shiny;plyr;Rcpp;methods;mirt;lattice;markdown;stats
laycca,thelayc/laycca,assertthat;plyr;stringr;dplyr;assertive;tidyr;lubridate
bcd,ysamwang/BCD,BCD;Rcpp;MASS;sem;xtable;microbenchmark
r.value,SantanderMetGroup/R_VALUE,utils;abind;evd
clustrcompar,alishinski/clustRcompaR,;dplyr;quanteda
mfactors,lmguzman/MelissaFactors,dplyr;testthat;foofactors
pcbcstats,Sage-Bionetworks/pcbcStats,RColorBrewer;vcd;plyr;grid;dplyr;statmod;FDb.InfiniumMethylation.hg19;reshape;ggplot2;psych;ggvis;mvtnorm;ggdendro
estc,rOpenGov/estc,gdata;bibliographica;sorvi;ggplot2;gisfin;devtools;maps;rworldmap;tidyr;rMaps;animation;estc;knitr;stringr;lubridate;ggmap;rgdal;standard;dplyr;reshape;rworldxtra;magrittr;leaflet;rmarkdown
sgsr,lukembrowne/sgsR,Rcpp;sgsR;testthat
kfas,helske/KFAS,MASS;testthat;stats
transprob,rich-d-wilkinson/transprob,expm;plyr
rsocrata,Chicago/RSocrata,mime;httr;RSocrata;testthat;jsonlite
rwirelesscom,algutier1/rwirelesscom,ggplot2;Rcpp;testthat;stats
mbmca,michbur/MBmca,chipPCR;robustbase
abc.star,olli0601/abc.star,abc.star;KernSmooth;ggplot2;MASS;nortest;roxygen2;rlecuyer;devtools;PowerTOST;coda;locfit;reshape2;ash;sfsmisc;stats;RColorBrewer;plyr;fields;pscl;mvtnorm;data.table;xtable;multicore;GGally
demgsa,mlammens/demgsa,fields;lhs;demgsa;popbio;devtools
moobench,danielhorn/moobench,checkmate;emoa;gridExtra;testthat;ggplot2;soobench;BBmisc;ParamHelpers
rfsa,jmsuk0587/rFSA,parallel;formula.tools
faoutlier,philchalmers/faoutlier,parallel;lavaan;MASS;sem;mvtnorm;mirt;lattice;faoutlier
metacycle,gangwug/MetaCycle,shape;diagram;gnm;MetaCycle
keboola.r.application,keboola/r-application,methods;testthat
pocr,pocdata/pocr,RODBC;readxl;gridExtra;RColorBrewer;jsonlite;grid;stringr;dplyr;tidyr;ggplot2;lubridate;reshape2;scales;extrafont;knitr
methylsstest,Xin-Stat/MethylSStest,MethylSStest
genfun,cbaumbach/genFun,miscFun;treeFun;parallel;testthat;data.table
wateres,tgmwri/wateres,Rcpp;wateres;testthat;ggplot2;data.table;bilan
belgiumstatistics,jwijffels/BelgiumStatistics,data.table
r41sqrt10,livioivil/r41sqrt10,ggplot2;Hmisc;wesanderson
module,robertzk/module,testthatsomemore;whisker
keboola.sapi.r.client,keboola/sapi-r-client,httr;testthat;data.table;methods;aws.signature
decompr,bquast/decompr,decompr;testthat
gfcanalysis,azvoleff/gfcanalysis,gfcanalysis;rgeos;RCurl;plyr;grid;rasterVis;stringr;devtools;snow;ggplot2;sp;animation;geosphere;rgdal;methods;raster
belgiummaps.openstreetmap,jwijffels/BelgiumMaps.OpenStreetMap,sp
idendr0,tsieger/idendr0,;hyperSpec;RColorBrewer;tkrplot;MASS;cluster;idendr0;graphics;DendSer;flowStats;grDevices;tcltk;stats
iracpm,esplint/IRACpm,astro;doMC;foreach;R.utils
lefse,NGSwenson/lefse_0.5,geiger;picante;SDMTools;vegan;ape;fBasics;FD;phytools
phyloseq.tools,zachcp/phyloseq-tools,docopt;dada2;phyloseq;stringr;dplyr;phyloseq.tools;readr;testthat;doParallel;magrittr;leaflet
reloqua,colemanja91/rEloqua,httr;rEloqua
tcsamsurveydata,wStockhausen/tcsamSurveyData,tcsamFunctions;wtsGMT;plyr;ggplot2;rgdal;ggmap;wtsUtilities;reshape2;sqldf
casebase,sahirbhatnagar/casebase,survival;eha;data.table
belgiummaps.admin,jwijffels/BelgiumMaps.Admin,rgeos;maptools;stringi;rgdal;sp;RPostgreSQL
rcosa,mkampert/rCOSA,tools;testthat;COSA
ggord,fawda123/ggord,FactoMineR;plyr;grid;vegan;ca;ggplot2;MASS;ade4
elf,jchrom/elf,extr;stringr;dplyr;XLConnect;XML;devtools
cdom,PMassicotte/cdom,minpack.lm;tidyr;ggplot2
parser,trinker/parser,pacman;staticdocs;textshape;dplyr;stringi;qdapRegex;igraph;NLP;openNLP;utils;devtools
ecohydro,jpshanno/Ecohydro,dplyr;readr;data.table
demotables,gitronald/demotables,;psych
foofactor,csiu/foofactor,dplyr;foofactor;testthat
ebseq,lengning/EBSeq,outliers;gplots;testthat;blockmodeling;EBSeq
maryfactors,MaryHe/First-Package-of-Mary,dplyr;MaryFactors;testthat;assertthat
rbpcurve,giuseppec/RBPcurve,shape;checkmate;TeachingDemos;testthat;mlr;BBmisc;devtools
gstudio,dyerlab/gstudio,adegenet;grid;popgraph;testthat;ggplot2;ggmap;sp;reshape2;raster
pancanmap,gladex/PanCanMAP,pheatmap
hiv.db,RGLab/HIV.db,gdata;S4Vectors;IRanges;HIV.db;Biobase;methods;Biostrings
mymaps,kevjohnson/mymaps,rgeos;dplyr;ggplot2;Cairo;ggmap;rgdal;scales
edmr,Shicheng-Guo/edmr,GenomicRanges;methylKit;edmr;data.table;mixtools
wtsgmt,wStockhausen/wtsGMT,wtsUtilities
jmisc,jundoll/jmisc,pipeR;RCurl;httr;dplyr;rjson;tidyr;devtools
spida15,gmonette/spida15,spidadev;foreign;RColorBrewer;MASS;lmer;spida;magrittr;nlme;lattice;latticeExtra;car;Hmisc;stats
berginskirmisc,mbergins/BerginskiRMisc,Hmisc;roxygen2
sinaplot,sidiropoulos/sinaplot,;ggplot2
njschooldata,almartin82/njschooldata,magrittr;testthat;ensurer;dplyr
extractr,nwfsc-data/ExtractR,RODBC
foofactors,KPdir/foofactors,dplyr;testthat;foofactors
treeimbalance,bdearlove/treeImbalance,ape;apTreeshape;adephylo;phylobase
envimass,blosloos/enviMass,shiny;nontarget;enviPat;mgcv;enviPick;DT;nlme;shinyFiles;shinyBS;tcltk
distanceparallel,hui-tony-zk/distanceParallel,doMC;parallel;foreach
functionmap,MangoTheCat/functionMap,codetools;functionMap;crayon;testthat;utils;stats
foofactors,LinaQiu/foofactors,dplyr;testthat;knitr;foofactors
quatts,ndiquattro/quatts,broom;dplyr;readr;roxygen2;magrittr;devtools
aws.s3,cloudyr/aws.s3,digest;httr;testthat;base64enc;aws.s3;XML;aws.signature
tricky,blaquans/tricky,ggplot2;lubridate;testthat;stringr
mountainplot,kwstat/mountainplot,lattice;stats
melig,jjchern/melig,dplyr
ruibe,qutke/ruibe,httr;RJSONIO;testthat
khanelo,kimjam/khanELO,ggplot2;dplyr;reshape2;lubridate
ces,config-i1/CES,numDeriv;tseries;Rcpp;nloptr;graphics;zoo;stats
retacoro,mpiktas/retacoro,numDeriv;Matrix;retacoro;testthat;nleqslv
foofactors,mstrimas/foofactors,dplyr;testthat;assertthat;foofactors
cancercelllines,chapmandu2/CancerCellLines,shiny;RColorBrewer;dplyr;RSQLite;readr;tidyr;ggplot2;DBI;reshape2;scales;readxl
brokencsv,steventsimpson/brokenCSV,stringi
granbase,gmbecker/gRAN,tools;x;toypkg;RUnit;parallel;GRANBase;methods;switchr;hwriter
baker,zhenkewu/baker,R2jags;gridExtra;binom;R2WinBUGS;baker;rjags;coda;testthat;ggplot2;lubridate;reshape2;mgcv;robCompositions;ks
faoswsstock,SWS-Methodology/faoswsStock,ggplot2;faoswsUtil;data.table;faosws;zoo;magrittr
foofactors,ehsanmok/foofactors,testthat;foofactors
dplyrnz,philippechataignon/dplyrnz,RODBC;assertthat;R6;dplyr;nycflights13;methods
randompic,bdacunha/randompic,randompic;testthat
foofactors,Poush87/foofactors,dplyr;testthat;foofactors
acsnminer,sysbio-curie/ACSNMineR,ggplot2;gridExtra
table1,emwozniak/Table1,htmlTable;xtable
breakpointr,daewoooo/SingleCellToolkit,GenomicRanges;grid;IRanges;ggplot2;GenomicAlignments;reshape2;Biostrings;Rsamtools
mosaic,ProjectMOSAIC/mosaic,NHANES;grid;maptools;testthat;datasets;MASS;ggplot2;lattice;readr;mosaicData;tidyr;fastR;reshape2;grDevices;knitr;stats;splines;gridExtra;ggdendro;methods;car;vcd;dplyr;lazyeval;latticeExtra;manipulate;utils;mosaic
glcm,azvoleff/glcm,Rcpp;testthat;raster
makemyforests,ecology-rocks/MakeMyForests,MakeMyForests;disperseR;testthat;boot;devtools
tcsamfunctions,wStockhausen/tcsamFunctions,graphics
celltypes450,brentp/celltypes450,parallel;nlme;quadprog
hw8,dylandong12/hw8,hw8;dplyr;testthat;gapminder;devtools
horse,dill/horse,twitteR;Matrix;ROAuth
crushingr,crushing05/crushingr,broom;grid;dplyr;maptools;jagsUI;lme4;tidyr;ggplot2;magrittr;rjags;scales;ggthemes
nlsylinks,LiveOak/NlsyLinks,testthat;MASS;sem;ggplot2;R2WinBUGS;devtools;spdep;RODBC;INLA;coda;MplusAutomation;OpenMx;knitr;stats;MCMCglmm;plyr;stringr;Matrix;methods;rjags;lavaan;lme4;NlsyLinks;xtable;magrittr;Rd2roxygen
dfstoolkit,kimjam/dfstoolkit,RMySQL;dplyr;DBI;lubridate;zoo;e1071;nnet
howaboutyou,dichika/howaboutyou,twitteR;gmailr
foofactors,kenmansfield/foofactors,dplyr;testthat;foofactors
resonate,tz-lom/ResonanceEngine,Resonate;testthat
cgdsr,cBioPortal/cgdsr,R.methodsS3;cgdsr;R.oo;testthat
resonance,tz-lom/Resonance-Rproj,geigen;digest;Rcpp;testthat;compiler;signal;bcidat;Resonance
foofactors,derekcho/foofactors,dplyr;testthat;foofactors
distance2,DistanceDevelopment/Distance2,mgcv;Rsolnp;numDeriv;optimx
metapredict,jakejh/metapredict,glmnet;GEOquery;gridExtra;dplyr;pheatmap;org.Hs.eg.db;foreach;impute;ggplot2;annotate;org.Mm.eg.db;magrittr;matrixStats;methods;reshape2;sva;affy;cba
hw8jiayiliu,BattaLiu/HW8JiayiLiu,dplyr;HW8JiayiLiu;testthat
baseline,khliland/baseline,SparseM;graphics;methods;grDevices;stats
mefa,psolymos/mefa,MASS;methods;vegan;mefa
transmute,wilsonfreitas/transmute,proto;stringr;testthat;textparser;methods
tcgar,cdiener/tcgar,tcgar;data.table;testthat
tdc_tools,mehdirifai/TDC,tdctools
project11lang,chandlerzuo/Project11Lang,stringr;Rcpp;xgboost;randomForest;foreach;ggplot2;gbm;data.table;doParallel
corrgram,kwstat/corrgram,grid;Matrix;seriation;graphics;grDevices;stats
sunsetrise,gjahesh/sunsetrise,dplyr;StreamMetabolism
carpoolapi,Minsu-Daniel-Kim/carpool_api,rjson
foofactors,kyleLesack/foofactorstest,dplyr;devtools;roxygen2
poridge,dill/poridge,poridge;mgcv;dtw
glmmstan,norimune/glmmstan,rstan;ggmcmc
candysurvey,csiu/candysurvey,candysurvey;dplyr;readr;testthat;XML
vedangpac,vedangvyas/vedangpac,gapminder;vedangpac;testthat
ufb,agkeck/ufb,readxl
coord,nathanesau/coord,coord;xtable
tf.db,conversodinHXL/TF.db,methods;AnnotationDbi
snowdatafusion,jirikadlec2/snow-data-fusion,httr;PresenceAbsence;sp;rworldmap;XML;rgdal;raster;stats
zeitzeiger,jakejh/zeitzeiger,PMA;bigsplines;bbmle;doParallel;abind
urlshortener,dmpe/urlshorteneR,urlshorteneR;stringr;httr;testthat;jsonlite
nhanesa,cjendres1/nhanes,xml2;plyr;stringr;rvest;nhanesA;magrittr;Hmisc
thesisr,richiemorrisroe/thesisR,caret;glmnet;plyr;GPArotation;testthat;ggplot2;thesisR;psych;xtable;ltm;reshape2;OpenMx
entropies,FJValverde/entropies,caret;dplyr;ggtern;entropy
pbapply,psolymos/pbapply,pbapply;plyr
tfo,conversodinHXL/TFO,ggplot2;qvalue;TF.db;methods;reshape2
grattan,HughParsonage/grattan,gridExtra;RColorBrewer;rsdmx;dplyr;ggplot2;data.table;grDevices;scales;knitr
scholar,jkeirstead/scholar,R.cache;xml2;httr;dplyr;rvest;stringr
polynom,eestileib/ComplexPoly,graphics;stats
bayesianfirstaid,rasmusab/bayesian_first_aid,mnormt;stringr;coda;datasets;MASS;rjags
peaksegdp,tdhock/PeakSegDP,proto;PeakSegDP;PeakError;testthat;ggplot2;data.table;xtable;animint
agg,nverno/agg,jsonlite;dplyr;lazyeval;agg;testthat;igraph;data.table;microbenchmark;treemap;d3treeR;devtools
karskidocs,muuankarski/karskidocs,rmarkdown
lazyr,PredictiveEcology/lazyR,digest;dplyr;lazyeval;archivist;testthat;lazyR;SpaDES;rgdal;magrittr;raster
allaboutknn,weininghu1012/allaboutknn,survMisc;ggfortify;allaboutknn;testthat;ggplot2;knitr
modutils,wtcooper/modUtils,caret;stringr;dplyr;data.table;car;Hmisc
adf,statsmaths/adf,adf;iotools;Matrix;foreach;testthat;doParallel
transmartrclient,transmart/RInterface,plyr;RCurl;hash;rjson;reshape;RProtoBuf
rnpn,ropensci/rnpn,plyr;httr;stringr;data.table;methods;jsonlite
foofactors,kyleLesack/foofactors,dplyr;testthat;assertthat;foofactors
opentick,joshuaulrich/opentick,pack;xts
dwdr,andrewdolman/dwdr,plyr;xlsx;dplyr;ggplot2;lubridate;reshape2
npregfast,sestelo/npregfast,graphics;utils;npregfast;stats
reliabilitytheory,louisaslett/ReliabilityTheory,HI;combinat;ReliabilityTheory;testthat;igraph;mcmc;PhaseType;actuar;FRACTION;sfsmisc
bmisc,AEBilgrau/Bmisc,digest;Rcpp;adephylo;igraph;microbenchmark;GMCM;utils
midas,arwasayegh/midas,midasData;data.table;lubridate;utils;R.utils;stats
randomizr,acoppock/randomizr,randomizr;testthat
labelpepmatch,goat-anti-rabbit/labelpepmatch.R,multcomp;plotrix;RCurl;plyr;gplots;bitops;foreach;colorRamps;limma;influence.ME;lme4;brew;lsmeans;doParallel;reshape2;devtools
dcmle,datacloning/dcmle,dcmle;lattice;coda;stats4;methods;rjags;dclone
mvabund,aliceyiwang/mvabund,mvabund;Rcpp;statmod;parallel;lattice;MASS;lme4;mgcv;methods;tweedie;stats
popepi,WetRobot/popEpi,splines;testthat;relsurv;popEpi;data.table;Epi;flexsurv;survival;reshape2;mstate
rfna,ropensci/floras,stringr;RCurl;XML;plyr
prospectr,antoinestevens/prospectr,geigen;Rcpp;iterators;foreach;RcppArmadillo
oii,oxfordinternetinstitute/oii-r,gmodels;Deducer;rapport
tennisr,jzwolski/tennisR,RCurl;plyr;stringr;reshape;scrapeR;lubridate;XML;PlayerRatings
detect,psolymos/detect,unmarked;detect;snow;Rmpi;stats4;rlecuyer;Formula
rbgm,mdsumner/rbgm,rgl;dplyr;nabor;RNetCDF;geosphere;sp;raster
rwunderground,ALShum/rwunderground,httr;dplyr;countrycode
kidnapr,geanes/kidnapr,shiny;digest;shinydashboard;purrr;lubridate;DT;shinyjs
selfcontrolledcohort,OHDSI/SelfControlledCohort,OhdsiRTools;SqlRender;rjson;RJDBC;testthat;DatabaseConnector;SelfControlledCohort
timesyncr,bendv/timeSyncR,RColorBrewer;devtools;stringr;bfastSpatial;zoo;raster
door.functions,Dahaniel/DoOR.functions,DoOR.functions;DoOR.data;utils
multilevelmatching,shuyang1987/multilevelMatching,optmatch;Matching;MASS;boot;nnet
datamodelr,bergant/datamodelr,shinyAce;shiny;DiagrammeR;testthat;datamodelr
mpmap,behuang/mpMap,Rcpp;graph;qtl;igraph
foofactors,jennybc/foofactors,dplyr;testthat;foofactors
instevalr,hplieninger/instevalR,reshape2;scales;Hmisc;plyr
methplot,tubuliferous/methplot,plyr;stringr;dplyr;devtools;readr;parallel;methplot;ggplot2;doMC;data.table;reshape2;R.utils;stats
chainladder,mages/ChainLadder,systemfit;rgl;RODBC;cplm;grid;statmod;Matrix;ggplot2;actuar;MASS;rcom;methods;ChainLadder;lattice;reshape2;tweedie;utils;stats
polminer.plpr,PolMine/polmineR.plpr,rcqp;methods;polmineR;plyr
exasol,EXASOL/r-exasol,RODBC;exasol;testthat
gwascfdr,KehaoWu/GWAScFDR,ggplot2;methods;scales
bum,zozlak/Bum,dplyr;testthat;Bum
rainbowrite,richfitz/rainbowrite,rainbowrite;methods;testthat;cowsay
metocean,rhydar/Metocean,plyr;openair;tableplot;xtable;lubridate;zoo;reshape2;Hmisc
gwrm,ujaen-statistics/GWRM,parallel;foreach;doParallel;stats
pdftools,sunsiyu/pdftools,pdftools;Cairo;testthat;pixmap
